customer_id,ref_date,offer_id,offer_name,p_convert,p_churn,ltv_hat,expected_value,rank
119,2025-08-09,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2421724950658969,0.2461559698087684,2742.868335494599,23.045928065065212,2
119,2025-08-09,DESCONTO_ABAST,Desconto no abastecimento,0.2421724950658969,0.2461559698087684,2742.868335494599,21.88937796638315,3
121,2025-11-20,UPSELL_PLANO,Upsell para plano,0.2666976714677264,0.2068272783889896,3482.9148092234223,75.16099164580463,1
121,2025-11-20,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2666976714677264,0.2068272783889896,3482.9148092234223,34.48982928298431,2
121,2025-11-20,DESCONTO_ABAST,Desconto no abastecimento,0.2666976714677264,0.2068272783889896,3482.9148092234223,33.82378271233883,3
123,2025-07-06,UPSELL_PLANO,Upsell para plano,0.1533804200807999,0.0960375626740213,483.881350634001,20.5771926077243,1
125,2025-08-03,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1217535279370428,0.2359765398507857,2769.006880349143,5.7468277403746235,1
125,2025-08-03,DESCONTO_ABAST,Desconto no abastecimento,0.1217535279370428,0.2359765398507857,2769.006880349143,2.1818982991154776,2
127,2025-12-15,UPSELL_PLANO,Upsell para plano,0.2736708276109654,0.1861467104769386,4033.954077850868,83.4197710111768,1
127,2025-12-15,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2736708276109654,0.1861467104769386,4033.954077850868,41.73750100758682,2
127,2025-12-15,DESCONTO_ABAST,Desconto no abastecimento,0.2736708276109654,0.1861467104769386,4033.954077850868,41.210917559806134,3
128,2025-10-23,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1696681547951174,0.3126280109875269,3949.631265571768,20.743451375855756,1
128,2025-10-23,DESCONTO_ABAST,Desconto no abastecimento,0.1696681547951174,0.3126280109875269,3949.631265571768,18.136814471758107,2
132,2025-07-15,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.189897841332355,0.1436248464897933,5813.362150517665,38.80422137729329,1
132,2025-07-15,DESCONTO_ABAST,Desconto no abastecimento,0.189897841332355,0.1436248464897933,5813.362150517665,36.60217820394038,2
136,2025-10-13,UPSELL_PLANO,Upsell para plano,0.2157645623785378,0.1854111064403807,3007.83700011066,54.79700658953084,1
136,2025-10-13,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2157645623785378,0.1854111064403807,3007.83700011066,21.511145044642852,2
136,2025-10-13,DESCONTO_ABAST,Desconto no abastecimento,0.2157645623785378,0.1854111064403807,3007.83700011066,19.826436292213607,3
137,2025-07-05,UPSELL_PLANO,Upsell para plano,0.1968008081629559,0.1345321423550187,809.4871327716172,31.79645434641079,1
139,2025-12-08,UPSELL_PLANO,Upsell para plano,0.2174771158956872,0.1702116078998972,1177.6450341979616,39.39031468467372,1
139,2025-12-08,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2174771158956872,0.1702116078998972,1177.6450341979616,5.856132879799077,2
141,2025-11-18,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2298938505977541,0.3064065106732209,3680.4921690211672,29.89118544416764,1
141,2025-11-18,DESCONTO_ABAST,Desconto no abastecimento,0.2298938505977541,0.3064065106732209,3680.4921690211672,28.489062456122724,2
142,2025-10-22,UPSELL_PLANO,Upsell para plano,0.1976835492858004,0.1975175688070584,2307.230122615896,43.82709645775699,1
142,2025-10-22,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1976835492858004,0.1975175688070584,2307.230122615896,13.162981811315927,2
142,2025-10-22,DESCONTO_ABAST,Desconto no abastecimento,0.1976835492858004,0.1975175688070584,2307.230122615896,11.116652797031936,3
143,2025-07-12,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1867597731999018,0.293357220795096,2313.9271731461963,11.822532624311506,1
143,2025-07-12,DESCONTO_ABAST,Desconto no abastecimento,0.1867597731999018,0.293357220795096,2313.9271731461963,9.557728088309538,2
148,2025-09-24,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2029621819420942,0.2198957874425711,2646.8256947046843,16.591897096679773,1
148,2025-09-24,DESCONTO_ABAST,Desconto no abastecimento,0.2029621819420942,0.2198957874425711,2646.8256947046843,14.651140735521658,2
149,2025-08-23,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2014836141362032,0.2356983699300139,2986.4920609105825,19.121095055620792,1
149,2025-08-23,DESCONTO_ABAST,Desconto no abastecimento,0.2014836141362032,0.2356983699300139,2986.4920609105825,17.150767338344856,2
152,2025-07-11,UPSELL_PLANO,Upsell para plano,0.0730072280481928,0.2423692946607898,613.4800243865626,4.932840090410732,1
158,2025-09-08,UPSELL_PLANO,Upsell para plano,0.1298907823594105,0.2509072084606397,1875.2789216008864,23.123598675447923,1
158,2025-09-08,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1298907823594105,0.2509072084606397,1875.2789216008864,2.2894352333334,2
158,2025-09-08,DESCONTO_ABAST,Desconto no abastecimento,0.1298907823594105,0.2509072084606397,1875.2789216008864,-1.1127491194783907,3
162,2025-08-11,UPSELL_PLANO,Upsell para plano,0.0934569841874079,0.1254443428480173,556.1970513570649,8.901477115083829,1
164,2025-07-20,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2421659089892252,0.4121886025669525,2221.579406235713,17.995438666735467,1
164,2025-07-20,DESCONTO_ABAST,Desconto no abastecimento,0.2421659089892252,0.4121886025669525,2221.579406235713,16.83875684651997,2
165,2025-08-21,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1758510946869838,0.1019168354527676,4348.008405823732,24.73886982893685,1
165,2025-08-21,DESCONTO_ABAST,Desconto no abastecimento,0.1758510946869838,0.1019168354527676,4348.008405823732,22.25589172267653,2
185,2025-08-10,UPSELL_PLANO,Upsell para plano,0.0728663660741954,0.2154098392001993,567.535686065741,4.770116415796609,1
190,2025-12-01,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1885895857231077,0.1366339171402293,5535.21186881348,36.35596802947528,1
190,2025-12-01,DESCONTO_ABAST,Desconto no abastecimento,0.1885895857231077,0.1366339171402293,5535.21186881348,34.12775974393743,2
204,2025-10-08,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1673461831188523,0.132794546296252,2614.848868330533,11.360515511070435,1
204,2025-10-08,DESCONTO_ABAST,Desconto no abastecimento,0.1673461831188523,0.132794546296252,2614.848868330533,8.70743917344748,2
211,2025-08-31,UPSELL_PLANO,Upsell para plano,0.1573445903605524,0.1003780310761161,3184.563994726397,38.36498295398701,1
211,2025-08-31,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1573445903605524,0.1003780310761161,3184.563994726397,13.55001735170691,2
211,2025-08-31,DESCONTO_ABAST,Desconto no abastecimento,0.1573445903605524,0.1003780310761161,3184.563994726397,10.696909158917958,3
221,2025-09-04,UPSELL_PLANO,Upsell para plano,0.073767454057669,0.1309947513324167,586.8794045244699,5.009845710806459,1
227,2025-09-23,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1649446629731461,0.1295182451927722,6306.25453229937,35.3803843421799,1
227,2025-09-23,DESCONTO_ABAST,Desconto no abastecimento,0.1649446629731461,0.1295182451927722,6306.25453229937,32.67927760164282,2
228,2025-12-28,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1152108552101541,0.315151369887905,2563.8810086779586,3.8478568790297984,1
228,2025-12-28,DESCONTO_ABAST,Desconto no abastecimento,0.1152108552101541,0.315151369887905,2563.8810086779586,0.15207398323288146,2
229,2025-11-29,UPSELL_PLANO,Upsell para plano,0.0969352754093591,0.1972397449693219,301.2507365189789,8.616422498154218,1
236,2025-10-09,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1418317464415648,0.0718533467087455,4702.199552846055,19.640958113330807,1
236,2025-10-09,DESCONTO_ABAST,Desconto no abastecimento,0.1418317464415648,0.0718533467087455,4702.199552846055,16.477593042162106,2
243,2025-10-31,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1474787286671857,0.1702541886674886,1405.1401834942972,1.450887017788098,1
246,2025-10-15,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.115527258980545,0.0770720482559366,1918.0821194211903,0.9070848545720551,1
246,2025-10-15,DESCONTO_ABAST,Desconto no abastecimento,0.115527258980545,0.0770720482559366,1918.0821194211903,-2.782369965817045,2
248,2025-10-30,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1925638654485974,0.1398980939913472,4819.403505125246,31.861454014838372,1
248,2025-10-30,DESCONTO_ABAST,Desconto no abastecimento,0.1925638654485974,0.1398980939913472,4819.403505125246,29.712731323810317,2
261,2025-09-11,UPSELL_PLANO,Upsell para plano,0.2431346377967372,0.2298655147509681,3910.222169377925,71.79265283767165,1
261,2025-09-11,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2431346377967372,0.2298655147509681,3910.222169377925,34.53813035714475,2
261,2025-09-11,DESCONTO_ABAST,Desconto no abastecimento,0.2431346377967372,0.2298655147509681,3910.222169377925,33.4008231130795,3
270,2025-08-03,UPSELL_PLANO,Upsell para plano,0.178499611126527,0.0897205798974146,508.8115776796832,25.76283675287479,1
271,2025-10-25,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1670107859506938,0.1683638700280227,3853.9758229143376,19.591598757070102,1
271,2025-10-25,DESCONTO_ABAST,Desconto no abastecimento,0.1670107859506938,0.1683638700280227,3853.9758229143376,16.93181447608398,2
278,2025-07-30,UPSELL_PLANO,Upsell para plano,0.2184643943707593,0.1611497922231239,1670.1312610552172,43.91815956538069,1
278,2025-07-30,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2184643943707593,0.1611497922231239,1670.1312610552172,10.240822381620596,2
278,2025-07-30,DESCONTO_ABAST,Desconto no abastecimento,0.2184643943707593,0.1611497922231239,1670.1312610552172,8.610110269035783,3
279,2025-07-28,UPSELL_PLANO,Upsell para plano,0.1026903568176543,0.2188421730783489,530.1994964123423,10.662119246022737,1
281,2025-08-05,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1595727124393884,0.1518636444003292,5998.725249201805,31.874359303129722,1
281,2025-08-05,DESCONTO_ABAST,Desconto no abastecimento,0.1595727124393884,0.1518636444003292,5998.725249201805,29.065813551917493,2
282,2025-08-27,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1764530555571771,0.3382605380856652,4130.951007851474,23.332614052196917,1
282,2025-08-27,DESCONTO_ABAST,Desconto no abastecimento,0.1764530555571771,0.3382605380856652,4130.951007851474,20.861675163340458,2
284,2025-11-23,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1703947878960601,0.3498061139209494,4227.090111861171,22.774782497486797,1
284,2025-11-23,DESCONTO_ABAST,Desconto no abastecimento,0.1703947878960601,0.3498061139209494,4227.090111861171,20.182678255407993,2
287,2025-09-21,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1627771236972429,0.1258446123082999,1681.2550362710172,4.6439936896315,1
289,2025-07-14,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1200344554424976,0.1620607158431831,3901.797022442592,10.935209173929625,1
289,2025-07-14,DESCONTO_ABAST,Desconto no abastecimento,0.1200344554424976,0.1620607158431831,3901.797022442592,7.335898282779574,2
296,2025-11-05,UPSELL_PLANO,Upsell para plano,0.1081722968817813,0.1689773881144713,540.4687693172893,11.809563365517466,1
298,2025-12-11,UPSELL_PLANO,Upsell para plano,0.1585639393102032,0.2089578344192519,239.8907516262799,20.063029979114514,1
299,2025-08-16,UPSELL_PLANO,Upsell para plano,0.215537616386784,0.0787393052344672,69.29122677686108,29.394165583861152,1
303,2025-10-03,UPSELL_PLANO,Upsell para plano,0.0736478114464771,0.1177333112949855,379.73024206385793,4.375258111087643,1
307,2025-08-26,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.25566684386029,0.2845730356469424,2165.7103218348293,19.096352443076697,1
307,2025-08-26,DESCONTO_ABAST,Desconto no abastecimento,0.25566684386029,0.2845730356469424,2165.7103218348293,18.2096893202825,2
308,2025-08-02,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1656207469737423,0.322751448125781,2174.718901295057,8.20386889969712,1
308,2025-08-02,DESCONTO_ABAST,Desconto no abastecimento,0.1656207469737423,0.322751448125781,2174.718901295057,5.516283839171965,2
309,2025-11-13,UPSELL_PLANO,Upsell para plano,0.2477728296610397,0.1984545350595059,4282.851091353716,77.04607469585044,1
309,2025-11-13,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2477728296610397,0.1984545350595059,4282.851091353716,39.119014394999674,2
309,2025-11-13,DESCONTO_ABAST,Desconto no abastecimento,0.2477728296610397,0.1984545350595059,4282.851091353716,38.07447098822047,3
311,2025-11-21,UPSELL_PLANO,Upsell para plano,0.2045591253455458,0.1734940226732897,3229.377743301361,53.2445900254022,1
311,2025-11-21,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2045591253455458,0.1734940226732897,3229.377743301361,21.58351685029806,2
311,2025-11-21,DESCONTO_ABAST,Desconto no abastecimento,0.2045591253455458,0.1734940226732897,3229.377743301361,19.674699357208972,3
312,2025-07-19,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1769867802610227,0.0733026087208852,5846.490373265937,35.584597588791915,1
312,2025-07-19,DESCONTO_ABAST,Desconto no abastecimento,0.1769867802610227,0.0733026087208852,5846.490373265937,33.124333194012365,2
313,2025-08-04,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.137384300935892,0.1881139651834661,4495.3288898685205,17.511955213216464,1
313,2025-08-04,DESCONTO_ABAST,Desconto no abastecimento,0.137384300935892,0.1881139651834661,4495.3288898685205,14.259641231934303,2
317,2025-08-13,UPSELL_PLANO,Upsell para plano,0.0919967448624821,0.1204683741916521,407.3322291582206,8.058343641652176,1
318,2025-07-28,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1182868149482698,0.2985645999025988,2793.890172374073,5.359253315405507,1
318,2025-07-28,DESCONTO_ABAST,Desconto no abastecimento,0.1182868149482698,0.2985645999025988,2793.890172374073,1.7249896143709016,2
323,2025-11-22,UPSELL_PLANO,Upsell para plano,0.1886263511773092,0.1926486463996714,2850.002803395053,45.45616839789609,1
323,2025-11-22,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1886263511773092,0.1926486463996714,2850.002803395053,16.105347477186257,2
323,2025-11-22,DESCONTO_ABAST,Desconto no abastecimento,0.1886263511773092,0.1926486463996714,2850.002803395053,13.877874500732442,3
324,2025-12-19,UPSELL_PLANO,Upsell para plano,0.0959567943041149,0.149811421875299,605.042486048291,9.594540469900128,1
326,2025-11-09,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1192688374645083,0.3546037675273165,2841.9956807230174,5.732870148017319,1
326,2025-11-09,DESCONTO_ABAST,Desconto no abastecimento,0.1192688374645083,0.3546037675273165,2841.9956807230174,2.118246897307486,2
332,2025-11-22,UPSELL_PLANO,Upsell para plano,0.116176804229949,0.2241226474594891,4618.846500862159,32.37593778934474,1
332,2025-11-22,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.116176804229949,0.2241226474594891,4618.846500862159,13.530301176002137,2
332,2025-11-22,DESCONTO_ABAST,Desconto no abastecimento,0.116176804229949,0.2241226474594891,4618.846500862159,9.853837260601114,3
333,2025-10-11,UPSELL_PLANO,Upsell para plano,0.1206230049838814,0.1349784308513117,666.7312871235866,14.929066151883372,1
338,2025-12-14,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1326608481458678,0.2355544290587953,2324.4156691070298,4.977487849396706,1
338,2025-12-14,DESCONTO_ABAST,Desconto no abastecimento,0.1326608481458678,0.2355544290587953,2324.4156691070298,1.6307048123140646,2
339,2025-12-01,UPSELL_PLANO,Upsell para plano,0.2944698356453362,0.1639353778084096,1781.7789233972333,63.9917762853248,1
339,2025-12-01,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2944698356453362,0.1639353778084096,1781.7789233972333,19.293650116751063,2
339,2025-12-01,DESCONTO_ABAST,Desconto no abastecimento,0.2944698356453362,0.1639353778084096,1781.7789233972333,19.183046829657783,3
343,2025-12-05,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1961695665722829,0.2347328425656382,2908.039211158943,17.684686495160037,1
343,2025-12-05,DESCONTO_ABAST,Desconto no abastecimento,0.1961695665722829,0.2347328425656382,2908.039211158943,15.608077826605694,2
344,2025-09-28,UPSELL_PLANO,Upsell para plano,0.2800158784529807,0.1690426428792605,3271.0063940166647,77.04020727537225,1
344,2025-09-28,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2800158784529807,0.1690426428792605,3271.0063940166647,34.43790489969005,2
344,2025-09-28,DESCONTO_ABAST,Desconto no abastecimento,0.2800158784529807,0.1690426428792605,3271.0063940166647,34.038222468749666,3
345,2025-12-20,UPSELL_PLANO,Upsell para plano,0.1732244851126582,0.1877859083105805,4188.229964039211,50.200566482442454,1
345,2025-12-20,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1732244851126582,0.1877859083105805,4188.229964039211,23.08301614110701,2
345,2025-12-20,DESCONTO_ABAST,Desconto no abastecimento,0.1732244851126582,0.1877859083105805,4188.229964039211,20.547505843360177,3
352,2025-07-18,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.220794175890435,0.2191149319389617,3166.2073881744345,23.691002194972462,1
352,2025-07-18,DESCONTO_ABAST,Desconto no abastecimento,0.220794175890435,0.2191149319389617,3166.2073881744345,22.106885712781164,2
354,2025-08-17,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1785597636522188,0.1540588697474953,2288.8673934791955,10.597576560264269,1
354,2025-08-17,DESCONTO_ABAST,Desconto no abastecimento,0.1785597636522188,0.1540588697474953,2288.8673934791955,8.16877183330864,2
362,2025-10-21,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2026596890304223,0.1994058336718653,5233.282673415535,37.516106684172364,1
362,2025-10-21,DESCONTO_ABAST,Desconto no abastecimento,0.2026596890304223,0.1994058336718653,5233.282673415535,35.56930046478081,2
364,2025-11-15,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1436617785499523,0.2347932335153776,1407.635141286505,1.117096967113639,1
377,2025-07-16,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.1661687812776355,0.1838504518934609,2556.866163827027,10.810760718043653,1
377,2025-07-16,DESCONTO_ABAST,Desconto no abastecimento,0.1661687812776355,0.1838504518934609,2556.866163827027,8.134136343596364,2
379,2025-10-27,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2908696592936762,0.2179993887188337,1975.4929643190717,21.16487669402038,1
379,2025-10-27,DESCONTO_ABAST,Desconto no abastecimento,0.2908696592936762,0.2179993887188337,1975.4929643190717,20.982269879893906,2
380,2025-09-17,UPSELL_PLANO,Upsell para plano,0.1224522184844632,0.1289317367573962,404.5625269005005,14.022982484589239,1
383,2025-07-17,UPSELL_PLANO,Upsell para plano,0.2131665836218238,0.2751275548819801,3710.827995314437,60.01096609870427,1
383,2025-07-17,CASHBACK_PEDAGIO,Cashback leve em pedágio,0.2131665836218238,0.2751275548819801,3710.827995314437,27.10181147353982,2
